2014-09-01,8.08498103655149
2014-10-01,10.2961408608194
2014-11-01,16.4888377232937
2014-12-01,36.3905007374417
2015-01-01,57.3540808442947
2015-02-01,30.1459085090916
2015-03-01,15.5263622539225
2015-04-01,5.66181971940867
2015-05-01,4.28180071986122
2015-06-01,2.30397754505443
2015-07-01,10.0338693716147
2015-08-01,4.28180071986122
2015-09-01,7.05856097792958
2015-10-01,9.25048113427365
2015-11-01,9.38068976709843
2015-12-01,9.64153389671201
2016-01-01,12.1481471492242
2016-02-01,7.82753380297507
2016-03-01,5.66181971940867
2016-04-01,5.40966873236186
2016-05-01,5.03247634171553
2016-06-01,4.40657079419031
2016-07-01,6.67596266408765
2016-08-01,0.120066022004917
2016-09-01,2.05918250055575
2016-10-01,5.28380019408188
2016-11-01,5.40966873236186
2016-12-01,4.9070207534806
2017-01-01,7.69902108971674
2017-02-01,2.67217941965929
2017-03-01,1.57120247567124
2017-04-01,4.03267051542395
2017-05-01,4.5314776982553
2017-06-01,7.5706487926186
2017-07-01,0.843241557898167
2017-08-01,-6.29096647925113
2017-09-01,-1.78522400000669
2017-10-01,2.4265767945403
2017-11-01,2.67217941965929
2017-12-01,5.15806944291166
2018-01-01,3.78408599618558
2018-02-01,2.54931070792352
2018-03-01,3.53604607534102
2018-04-01,4.6565215684566
2018-05-01,4.6565215684566
2018-06-01,6.04108303876951
2018-07-01,3.28854966803316
2018-08-01,0.120066022004917
2018-09-01,1.93698643723526
2018-10-01,4.28180071986122
2018-11-01,6.16778118644976
2018-12-01,10.5589852792566
2019-01-01,12.8164561439235
2019-02-01,5.40966873236186
2019-03-01,3.9083101131256
2019-04-01,3.53604607534102
2019-05-01,4.15716733899125
2019-06-01,0.481057409267893
2019-07-01,2.4265767945403
2019-08-01,-2.84228649199756
2019-09-01,-1.90319378842564
2019-10-01,1.57120247567124
2019-11-01,3.41223000022242
2019-12-01,4.40657079419031
2020-01-01,4.9070207534806
2020-02-01,4.03267051542395
2020-03-01,6.80335594676484
2020-04-01,10.4274913828345
2020-05-01,3.28854966803316
2020-06-01,2.67217941965929
2020-07-01,4.28180071986122
2020-08-01,-0.478945406733655
2020-09-01,-0.836773534128232
2020-10-01,5.28380019408188
2020-11-01,8.86070727067931
2020-12-01,10.4274913828345
2021-01-01,8.34299161175458
2021-02-01,9.77216967611758
2021-03-01,8.21391583647109
2021-04-01,7.18637300402496
2021-05-01,9.25048113427365
2021-06-01,8.60156664899252
2021-07-01,3.78408599618558
2021-08-01,2.05918250055575
2021-09-01,7.44241677219246
2021-10-01,14.1640388469954
2021-11-01,12.1481471492242
